id,safra,y,VAR_6,VAR_20,VAR_19,VAR_25,VAR_44,VAR_9,VAR_57,VAR_33
155,201403,1,1034.0,12,0.0,1.0,7.0,2458.39,33,0.0
156,201403,0,452.0,12,0.0,0.0,0.0,751.62,33,0.0
157,201405,0,893.0,12,0.0,0.0,5.0,1000.0,31,0.0
158,201408,0,808.0,12,0.0,0.0,3.0,943.45,37,0.0
159,201402,1,312.0,12,0.0,0.0,0.0,1000.0,47,0.0
160,201409,0,333.0,8,0.0,0.0,0.0,400.0,38,0.0
161,201409,1,2586.0,12,6.0,0.0,9.0,1500.0,54,3.0
162,201408,0,1257.0,10,0.0,5.0,12.0,1200.0,46,0.0
163,201406,1,622.0,12,0.0,0.0,0.0,2971.59,36,0.0
164,201409,0,440.0,5,0.0,0.0,0.0,548.46,29,0.0
165,201406,1,641.0,12,0.0,0.0,0.0,954.47,34,0.0
166,201407,0,2433.0,12,13.0,7.0,10.0,1196.0,39,4.0
167,201406,0,2799.0,12,38.0,10.0,11.0,1492.0,41,4.0
168,201408,1,232.0,12,0.0,0.0,0.0,2600.0,59,0.0
169,201407,0,1919.0,12,5.0,5.0,7.0,1000.0,39,3.0
170,201410,1,553.0,12,0.0,0.0,0.0,600.0,54,0.0
171,201404,0,313.0,12,0.0,0.0,0.0,1000.0,53,0.0
172,201406,1,359.0,12,0.0,0.0,0.0,330.0,46,0.0
173,201403,0,992.0,12,0.0,0.0,6.0,1000.0,43,0.0
174,201404,0,2907.0,12,29.0,9.0,12.0,2000.0,61,15.0
175,201412,1,822.0,12,0.0,0.0,7.0,1000.0,37,0.0
176,201409,1,364.0,12,0.0,0.0,0.0,2454.88,40,0.0
177,201404,0,3434.0,12,3.0,0.0,3.0,1500.0,31,15.0
178,201407,1,694.0,5,0.0,0.0,0.0,400.0,32,0.0
179,201403,0,1076.0,10,0.0,0.0,6.0,1000.0,47,0.0
180,201404,0,2553.0,12,18.0,0.0,3.0,1000.0,41,5.0
181,201412,1,442.0,9,0.0,0.0,0.0,1500.0,44,0.0
182,201402,0,556.0,3,0.0,0.0,0.0,200.0,72,0.0
183,201403,0,444.0,10,0.0,0.0,0.0,660.91,54,0.0
184,201405,0,1246.0,12,0.0,4.0,12.0,1500.0,36,0.0
185,201409,1,532.0,12,0.0,0.0,0.0,2076.98,54,0.0
186,201404,0,2375.0,12,30.0,12.0,11.0,1720.5,36,1.0
187,201403,1,986.0,12,0.0,0.0,6.0,800.23,28,0.0
188,201407,1,1944.0,12,12.0,10.0,11.0,3000.0,53,3.0
189,201411,0,477.0,4,0.0,0.0,0.0,400.0,34,0.0
190,201405,0,265.0,12,0.0,0.0,0.0,1500.0,48,0.0
191,201407,1,377.0,12,0.0,0.0,0.0,865.99,39,0.0
192,201407,0,301.0,12,0.0,0.0,0.0,800.0,51,0.0
193,201408,0,875.0,12,0.0,0.0,6.0,700.0,29,0.0
194,201403,0,1702.0,5,7.0,12.0,12.0,400.0,35,1.0
195,201409,0,1192.0,3,0.0,2.0,11.0,300.0,40,0.0
196,201404,0,1031.0,12,0.0,0.0,10.0,500.0,32,0.0
197,201410,0,2537.0,12,19.0,7.0,3.0,1000.0,42,7.0
198,201409,0,3257.0,12,7.0,0.0,6.0,1200.0,28,5.0
199,201407,0,2193.0,12,5.0,0.0,5.0,1000.0,43,14.0
200,201402,1,1071.0,12,0.0,0.0,11.0,1000.0,29,0.0
201,201402,1,794.0,12,0.0,0.0,3.0,2900.69,39,0.0
202,201405,0,441.0,5,0.0,0.0,0.0,500.0,44,0.0
203,201405,0,307.0,12,0.0,0.0,0.0,2000.0,49,0.0
204,201407,0,1931.0,12,14.0,9.0,12.0,2000.0,44,2.0
205,201407,0,2823.0,5,5.0,0.0,1.0,300.0,46,4.0
206,201410,1,298.0,10,0.0,0.0,0.0,1500.0,31,0.0
207,201408,1,1703.0,12,8.0,2.0,0.0,1200.0,30,1.0
208,201408,0,205.0,12,0.0,0.0,0.0,1654.76,54,0.0
209,201412,0,1339.0,10,0.0,5.0,8.0,1930.0,54,0.0
210,201404,0,1280.0,12,0.0,5.0,10.0,800.0,57,0.0
211,201412,0,1206.0,12,0.0,2.0,10.0,700.0,34,0.0
212,201411,1,168.0,12,0.0,0.0,0.0,850.0,45,0.0
213,201408,0,242.0,12,0.0,0.0,0.0,1500.0,40,0.0
214,201403,0,292.0,12,0.0,0.0,0.0,921.6,30,0.0
215,201403,1,250.0,12,0.0,0.0,0.0,300.0,31,0.0
216,201406,0,521.0,3,0.0,0.0,0.0,500.0,45,0.0
217,201408,0,813.0,5,0.0,0.0,5.0,300.0,30,0.0
218,201407,0,3606.0,12,28.0,0.0,7.0,2000.0,53,2.0
219,201405,0,843.0,3,0.0,0.0,4.0,500.0,54,0.0
220,201409,0,1529.0,10,2.0,10.0,12.0,1000.0,44,1.0
221,201404,0,211.0,12,0.0,0.0,0.0,900.0,29,0.0
222,201402,1,539.0,12,0.0,0.0,0.0,2000.0,52,0.0
223,201403,0,2460.0,3,19.0,10.0,8.0,200.0,28,14.0
224,201403,1,2698.0,12,15.0,3.0,1.0,500.0,30,4.0
225,201409,0,304.0,3,0.0,0.0,0.0,500.0,53,0.0
226,201405,0,2623.0,12,32.0,5.0,6.0,2060.0,52,8.0
227,201407,0,377.0,5,0.0,0.0,0.0,600.0,48,0.0
228,201403,0,3035.0,12,42.0,11.0,12.0,1000.0,61,9.0
229,201402,0,1096.0,12,0.0,0.0,10.0,1000.0,28,0.0
230,201402,0,4326.0,12,10.0,0.0,0.0,1300.0,47,8.0
231,201403,0,2689.0,10,27.0,9.0,10.0,1500.0,53,4.0
232,201405,0,,12,,,,1000.0,50,
233,201409,0,349.0,12,0.0,0.0,0.0,1200.0,53,0.0
234,201410,1,165.0,12,0.0,0.0,0.0,807.0,43,0.0
235,201402,0,1492.0,4,0.0,2.0,1.0,280.0,41,2.0
236,201405,0,743.0,12,0.0,0.0,3.0,1000.0,33,0.0
237,201402,1,235.0,12,0.0,0.0,0.0,2249.3,30,0.0
238,201403,0,837.0,12,0.0,0.0,3.0,1200.0,33,0.0
239,201401,1,602.0,12,0.0,0.0,0.0,1607.6,44,0.0
240,201412,0,362.0,12,0.0,0.0,0.0,2232.5,35,0.0
241,201401,0,770.0,12,0.0,0.0,2.0,2500.0,34,0.0
242,201410,1,732.0,12,0.0,0.0,0.0,800.0,42,0.0
243,201406,0,4239.0,4,17.0,4.0,10.0,330.0,67,6.0
244,201411,0,740.0,12,0.0,0.0,0.0,1000.0,37,0.0
245,201407,0,4455.0,10,41.0,5.0,11.0,1000.0,30,31.0
246,201401,1,752.0,6,0.0,0.0,1.0,1000.0,45,0.0
247,201407,0,1299.0,12,0.0,5.0,9.0,2330.43,29,0.0
248,201408,0,409.0,12,0.0,0.0,0.0,1000.0,32,0.0
249,201401,0,1078.0,12,0.0,1.0,6.0,1340.23,22,0.0
250,201412,0,635.0,12,0.0,0.0,0.0,1380.0,51,0.0
251,201403,0,3483.0,12,29.0,5.0,7.0,1000.0,43,34.0
252,201405,0,976.0,12,0.0,0.0,8.0,2000.0,67,0.0
253,201405,0,1124.0,12,0.0,0.0,11.0,1300.0,65,0.0
254,201401,0,793.0,6,0.0,0.0,2.0,1000.0,29,0.0
255,201405,0,1102.0,12,0.0,0.0,12.0,1228.02,46,0.0
256,201412,0,729.0,12,0.0,0.0,1.0,500.0,32,0.0
257,201406,0,193.0,12,0.0,0.0,0.0,1000.0,27,0.0
258,201407,0,259.0,12,0.0,0.0,0.0,1000.0,44,0.0
259,201411,0,4488.0,5,43.0,0.0,0.0,500.0,45,5.0
260,201405,1,386.0,3,0.0,0.0,0.0,200.0,45,0.0
261,201409,0,255.0,12,0.0,0.0,0.0,1000.0,26,0.0
262,201403,0,461.0,6,0.0,0.0,0.0,310.3,23,0.0
263,201407,0,990.0,12,0.0,0.0,9.0,1000.0,52,0.0
264,201403,0,1179.0,12,0.0,2.0,12.0,1000.0,46,0.0
265,201401,1,2229.0,10,19.0,6.0,8.0,705.12,38,6.0
266,201403,0,406.0,12,0.0,0.0,0.0,1000.0,30,0.0
267,201401,0,768.0,3,0.0,0.0,1.0,320.0,31,0.0
268,201409,1,484.0,12,0.0,0.0,0.0,1200.0,68,0.0
269,201408,0,711.0,5,0.0,0.0,0.0,578.29,54,0.0
270,201402,1,552.0,12,0.0,0.0,0.0,1159.0,35,0.0
271,201412,0,518.0,6,0.0,0.0,0.0,1000.0,46,0.0
272,201406,0,877.0,9,0.0,0.0,6.0,900.0,55,0.0
273,201411,1,236.0,12,0.0,0.0,0.0,758.25,34,0.0
274,201402,0,913.0,12,0.0,0.0,6.0,2500.0,34,0.0
275,201405,1,476.0,9,0.0,0.0,0.0,1000.0,52,0.0
276,201401,0,754.0,10,0.0,0.0,0.0,200.0,46,0.0
277,201409,1,676.0,8,0.0,0.0,0.0,1500.0,56,0.0
278,201406,0,732.0,10,0.0,0.0,1.0,832.87,31,0.0
279,201411,1,597.0,5,0.0,0.0,0.0,600.0,26,0.0
280,201401,1,1107.0,12,0.0,0.0,11.0,1300.0,59,0.0
281,201405,0,367.0,12,0.0,0.0,0.0,831.1,23,0.0
282,201404,0,497.0,12,0.0,0.0,0.0,1800.0,42,0.0
283,201405,0,2315.0,12,18.0,9.0,11.0,1040.0,45,8.0
284,201403,0,1081.0,12,0.0,0.0,11.0,730.0,45,0.0
285,201402,0,3844.0,10,68.0,9.0,11.0,2387.92,31,9.0
286,201409,1,778.0,12,0.0,0.0,2.0,1000.0,45,0.0
287,201407,0,2133.0,12,12.0,5.0,11.0,2000.0,61,10.0
288,201405,1,436.0,12,0.0,0.0,0.0,500.0,58,0.0
289,201402,0,500.0,12,0.0,0.0,0.0,600.0,45,0.0
290,201405,0,729.0,12,0.0,0.0,0.0,600.0,23,0.0
291,201402,0,2222.0,12,24.0,12.0,11.0,500.0,71,1.0
292,201402,0,1032.0,12,0.0,0.0,10.0,1979.69,40,0.0
293,201402,0,194.0,6,0.0,0.0,0.0,500.0,28,0.0
294,201407,0,1388.0,8,0.0,9.0,5.0,1000.0,33,0.0
295,201406,1,3105.0,5,18.0,1.0,0.0,370.0,31,14.0
296,201406,1,396.0,12,0.0,0.0,0.0,2600.0,63,0.0
297,201407,1,1395.0,12,0.0,9.0,11.0,2000.0,43,0.0
298,201403,1,539.0,12,0.0,0.0,0.0,800.0,74,0.0
299,201405,0,4623.0,12,104.0,11.0,12.0,1500.0,68,1.0
300,201412,0,274.0,12,0.0,0.0,0.0,800.0,31,0.0
301,201405,0,412.0,12,0.0,0.0,0.0,953.54,50,0.0
302,201410,1,455.0,12,0.0,0.0,0.0,1251.42,31,0.0
303,201406,0,2814.0,12,39.0,11.0,7.0,2000.0,65,6.0
304,201408,0,901.0,12,0.0,0.0,7.0,2393.16,40,0.0
305,201412,0,484.0,5,0.0,0.0,0.0,350.0,25,0.0
306,201412,1,239.0,12,0.0,0.0,0.0,892.36,18,0.0
307,201407,0,482.0,6,0.0,0.0,0.0,1000.0,67,0.0
308,201401,1,522.0,12,0.0,0.0,0.0,500.0,55,0.0
309,201401,0,1340.0,10,0.0,7.0,8.0,1000.0,27,0.0
310,201409,0,1855.0,8,9.0,7.0,8.0,600.0,76,4.0
311,201404,0,333.0,6,0.0,0.0,0.0,500.0,50,0.0
312,201407,1,218.0,12,0.0,0.0,0.0,2000.0,28,0.0
313,201407,0,1276.0,6,0.0,2.0,12.0,500.0,59,0.0
314,201407,0,675.0,6,0.0,0.0,0.0,500.0,55,0.0
315,201406,0,1988.0,12,15.0,10.0,12.0,1500.0,47,3.0
316,201402,0,3244.0,12,37.0,9.0,8.0,1500.0,68,17.0
317,201411,0,1147.0,10,0.0,1.0,11.0,1200.0,45,0.0
318,201410,0,2025.0,12,5.0,0.0,0.0,1000.0,49,1.0
319,201405,0,518.0,12,0.0,0.0,0.0,400.0,40,0.0
320,201411,0,268.0,6,0.0,0.0,0.0,1000.0,45,0.0
321,201403,0,231.0,5,0.0,0.0,0.0,500.0,32,0.0
322,201406,0,2460.0,12,8.0,11.0,10.0,3000.0,71,2.0
323,201412,0,1165.0,12,0.0,2.0,10.0,2000.0,60,0.0
324,201410,0,1078.0,12,0.0,0.0,7.0,2209.0,44,0.0
325,201408,0,3085.0,5,32.0,3.0,5.0,350.0,33,10.0
326,201401,0,775.0,12,0.0,0.0,4.0,1000.0,54,0.0
327,201404,1,2436.0,12,13.0,10.0,11.0,2000.0,34,4.0
328,201405,1,1484.0,12,1.0,9.0,10.0,600.0,30,1.0
329,201409,0,1441.0,5,0.0,6.0,11.0,350.0,28,0.0
330,201409,0,705.0,5,0.0,0.0,0.0,500.0,22,0.0
331,201404,1,479.0,8,0.0,0.0,0.0,622.12,22,0.0
332,201403,1,835.0,4,0.0,0.0,4.0,500.0,26,0.0
333,201405,1,3246.0,12,51.0,6.0,12.0,1000.0,33,6.0
334,201402,1,308.0,12,0.0,0.0,0.0,1744.24,31,0.0
335,201411,1,502.0,12,0.0,0.0,0.0,400.0,30,0.0
336,201405,1,622.0,12,0.0,0.0,0.0,600.0,32,0.0
337,201412,1,852.0,12,0.0,0.0,4.0,1500.0,44,0.0
338,201411,0,1736.0,6,8.0,12.0,10.0,884.0,53,1.0
339,201409,0,753.0,3,0.0,0.0,1.0,300.0,52,0.0
340,201409,1,522.0,10,0.0,0.0,0.0,1600.0,66,0.0
341,201407,1,3764.0,12,44.0,5.0,12.0,1500.0,66,28.0
342,201401,0,3916.0,12,52.0,9.0,3.0,770.0,65,16.0
343,201405,1,296.0,8,0.0,0.0,0.0,200.0,33,0.0
344,201404,0,773.0,8,0.0,0.0,2.0,500.0,27,0.0
345,201401,0,944.0,12,0.0,0.0,7.0,2100.0,45,0.0
346,201404,0,1928.0,3,11.0,4.0,10.0,200.0,26,3.0
347,201404,1,435.0,12,0.0,0.0,0.0,240.0,29,0.0
348,201403,0,3554.0,12,13.0,0.0,4.0,1900.0,43,7.0
349,201409,0,2500.0,12,31.0,12.0,12.0,3000.0,50,2.0
350,201410,0,763.0,12,0.0,0.0,1.0,1000.0,56,0.0
351,201412,0,231.0,12,0.0,0.0,0.0,1500.0,62,0.0
352,201406,0,976.0,12,0.0,1.0,12.0,988.78,55,0.0
353,201406,1,382.0,12,0.0,0.0,0.0,1874.78,52,0.0
354,201406,0,672.0,12,0.0,0.0,0.0,2015.06,30,0.0
355,201410,0,317.0,12,0.0,0.0,0.0,1500.0,46,0.0
356,201412,1,878.0,12,0.0,0.0,4.0,1931.06,34,0.0
357,201409,0,337.0,6,0.0,0.0,0.0,1000.0,44,0.0
358,201409,1,884.0,12,0.0,0.0,3.0,1500.0,38,0.0
359,201404,0,1256.0,12,0.0,4.0,12.0,1000.0,45,0.0
360,201412,0,388.0,6,0.0,0.0,0.0,750.0,45,0.0
361,201406,0,1316.0,10,0.0,6.0,12.0,2000.0,49,0.0
362,201407,0,561.0,12,0.0,0.0,0.0,1000.0,47,0.0
363,201412,1,422.0,12,0.0,0.0,0.0,1000.0,27,0.0
364,201411,1,2665.0,12,31.0,8.0,6.0,2700.0,55,5.0
365,201406,0,1065.0,12,0.0,0.0,6.0,1000.0,36,0.0
366,201402,0,3544.0,5,48.0,8.0,11.0,300.0,54,20.0
367,201409,0,325.0,12,0.0,0.0,0.0,600.0,28,0.0
368,201401,0,841.0,6,0.0,0.0,3.0,500.0,33,0.0
369,201405,0,2811.0,12,3.0,0.0,0.0,1000.0,29,2.0
370,201409,0,391.0,3,0.0,0.0,0.0,300.0,67,0.0
371,201406,0,1684.0,12,7.0,11.0,12.0,1155.03,44,1.0
372,201405,0,272.0,3,0.0,0.0,0.0,750.0,59,0.0
373,201406,1,267.0,12,0.0,0.0,0.0,1000.0,38,0.0
374,201410,0,455.0,12,0.0,0.0,0.0,1000.0,29,0.0
375,201408,0,1105.0,12,0.0,0.0,11.0,900.0,53,0.0
376,201409,0,151.0,12,0.0,0.0,0.0,3000.0,67,0.0
377,201412,0,969.0,4,0.0,0.0,7.0,200.0,30,0.0
378,201402,0,2776.0,12,32.0,0.0,0.0,1100.0,60,2.0
379,201404,0,452.0,12,0.0,0.0,0.0,1791.3,30,0.0
380,201402,1,1174.0,12,0.0,2.0,12.0,1420.0,53,0.0
381,201411,1,1854.0,12,6.0,0.0,0.0,1898.48,36,2.0
382,201412,1,3824.0,6,32.0,3.0,11.0,500.0,31,30.0
383,201401,0,326.0,5,0.0,0.0,0.0,800.0,51,0.0
384,201412,0,950.0,12,0.0,0.0,7.0,1829.74,45,0.0
385,201406,0,4633.0,6,6.0,3.0,0.0,400.0,45,24.0
386,201408,1,398.0,12,0.0,0.0,0.0,1300.0,29,0.0
